,0,1,2,3,4,5,6,7,8,9,10,11,12,discount%
964,init-price,counter-price,counter-price,counter-price,,,,,,,,,,10.0
965,intro,inform,counter-price,disagree,,,,,,,,,,
966,intro,init-price,inform,,,,,,,,,,,17.0
967,intro,disagree,inform,,,,,,,,,,,25.0
968,intro,,,,,,,,,,,,,
969,intro,inform,counter-price,inform,,,,,,,,,,20.0
970,intro,init-price,,,,,,,,,,,,30.0
971,intro,counter-price,,,,,,,,,,,,
972,intro,counter-price,disagree,counter-price,agree,,,,,,,,,
973,intro,disagree,disagree,counter-price,,,,,,,,,,
974,intro,init-price,counter-price,counter-price,,,,,,,,,,7.0
975,intro,disagree,inform,inform,counter-price,,,,,,,,,
976,intro,inquiry,counter-price,inform,inquiry,inform,,,,,,,,
977,intro,init-price,,,,,,,,,,,,
978,intro,init-price,inform,,,,,,,,,,,20.0
979,intro,counter-price,agree,,,,,,,,,,,
980,intro,counter-price,disagree,inform,agree,,,,,,,,,
981,intro,init-price,counter-price,insist,,,,,,,,,,27.0
982,intro,disagree,inquiry,counter-price,,,,,,,,,,
983,intro,inform,agree,,,,,,,,,,,
984,intro,counter-price,,,,,,,,,,,,
985,intro,disagree,,,,,,,,,,,,
986,intro,counter-price,,,,,,,,,,,,11.0
987,intro,inform,agree,agree,,,,,,,,,,16.0
988,intro,init-price,counter-price,counter-price,agree,,,,,,,,,
989,intro,counter-price,counter-price,disagree,,,,,,,,,,20.0
990,intro,counter-price,counter-price,counter-price,,,,,,,,,,
991,intro,init-price,counter-price,,,,,,,,,,,
992,intro,counter-price,,,,,,,,,,,,
993,intro,init-price,counter-price,,,,,,,,,,,
994,init-price,disagree,inform,,,,,,,,,,,
995,intro,inform,inform,counter-price,,,,,,,,,,
996,intro,init-price,,,,,,,,,,,,
997,intro,init-price,disagree,,,,,,,,,,,
998,intro,init-price,counter-price,counter-price,,,,,,,,,,20.0
999,intro,counter-price,counter-price,inquiry,,,,,,,,,,
1000,intro,init-price,inform,counter-price,,,,,,,,,,13.0
1001,intro,inquiry,disagree,,,,,,,,,,,5.0
1002,intro,init-price,counter-price,,,,,,,,,,,40.0
1003,intro,inform,inform,counter-price,agree,agree,,,,,,,,
1004,intro,inform,init-price,,,,,,,,,,,
1005,intro,counter-price,counter-price,,,,,,,,,,,20.0
1006,intro,disagree,counter-price,agree,,,,,,,,,,6.0
1007,intro,init-price,counter-price,,,,,,,,,,,12.0
1008,intro,counter-price,counter-price,,,,,,,,,,,
1009,intro,init-price,disagree,inform,inquiry,counter-price,,,,,,,,26.0
1010,intro,init-price,counter-price,,,,,,,,,,,
1011,intro,disagree,counter-price,,,,,,,,,,,0.0
1012,intro,counter-price,counter-price,agree,,,,,,,,,,6.0
1013,intro,inquiry,disagree,counter-price,,,,,,,,,,12.0
1014,intro,init-price,,,,,,,,,,,,24.0
1015,intro,disagree,init-price,,,,,,,,,,,16.0
1016,intro,inform,init-price,counter-price,,,,,,,,,,
1017,intro,init-price,inform,counter-price,insist,insist,disagree,,,,,,,
1018,intro,inform,inquiry,counter-price,,,,,,,,,,
1019,intro,init-price,counter-price,counter-price,agree,counter-price,,,,,,,,17.0
1020,intro,counter-price,,,,,,,,,,,,
1021,intro,inquiry,counter-price,counter-price,agree,,,,,,,,,
1022,intro,init-price,counter-price,agree,,,,,,,,,,14.0
1023,intro,counter-price,counter-price,inform,,,,,,,,,,10.0
1024,intro,init-price,counter-price,counter-price,agree,,,,,,,,,
1025,intro,inform,init-price,counter-price,inform,agree,,,,,,,,0.0
1026,intro,disagree,counter-price,counter-price,,,,,,,,,,11.0
1027,intro,inform,init-price,agree,,,,,,,,,,
1028,intro,inquiry,inform,init-price,agree,,,,,,,,,33.0
1029,init-price,counter-price,agree,,,,,,,,,,,16.0
1030,intro,inform,disagree,disagree,disagree,counter-price,counter-price,,,,,,,0.0
1031,intro,inform,inform,counter-price,,,,,,,,,,0.0
1032,intro,init-price,counter-price,,,,,,,,,,,11.0
1033,intro,inquiry,counter-price,,,,,,,,,,,11.0
1034,init-price,counter-price,counter-price,counter-price,,,,,,,,,,39.0
1035,intro,counter-price,agree,,,,,,,,,,,
1036,intro,init-price,,,,,,,,,,,,
1037,intro,init-price,counter-price,insist,agree,,,,,,,,,20.0
1038,intro,inquiry,counter-price,,,,,,,,,,,31.0
1039,intro,counter-price,,,,,,,,,,,,
1040,intro,init-price,agree,,,,,,,,,,,25.0
1041,intro,counter-price,counter-price,counter-price,,,,,,,,,,
1042,intro,init-price,inform,disagree,counter-price,counter-price,,,,,,,,
1043,intro,inform,counter-price,agree,,,,,,,,,,0.0
1044,intro,inquiry,counter-price,counter-price,,,,,,,,,,33.0
1045,intro,init-price,counter-price,,,,,,,,,,,16.0
1046,intro,inquiry,inform,inquiry,counter-price,counter-price,,,,,,,,
1047,intro,inquiry,counter-price,counter-price,,,,,,,,,,24.0
1048,intro,counter-price,,,,,,,,,,,,33.0
1049,intro,inform,init-price,counter-price,,,,,,,,,,40.0
1050,intro,inquiry,,,,,,,,,,,,8.0
1051,intro,inform,counter-price,counter-price,,,,,,,,,,
1052,intro,counter-price,counter-price,,,,,,,,,,,20.0
1053,intro,inquiry,inquiry,counter-price,,,,,,,,,,22.0
1054,intro,inquiry,inform,counter-price,,,,,,,,,,
1055,intro,counter-price,,,,,,,,,,,,6.0
1056,intro,inform,,,,,,,,,,,,
1057,intro,inquiry,counter-price,insist,,,,,,,,,,5.0
1058,intro,inform,inquiry,counter-price,counter-price,,,,,,,,,11.0
1059,intro,inform,agree,counter-price,disagree,,,,,,,,,
1060,intro,counter-price,inquiry,inform,,,,,,,,,,
1061,intro,inquiry,,,,,,,,,,,,0.0
1062,intro,disagree,counter-price,counter-price,,,,,,,,,,12.0
1063,intro,init-price,counter-price,,,,,,,,,,,
1064,intro,inform,init-price,counter-price,agree,,,,,,,,,28.0
1065,intro,init-price,,,,,,,,,,,,33.0
1066,intro,counter-price,,,,,,,,,,,,
1067,intro,inquiry,init-price,counter-price,counter-price,counter-price,,,,,,,,4.0
1068,intro,agree,inquiry,,,,,,,,,,,
1069,intro,init-price,,,,,,,,,,,,5.0
1070,init-price,counter-price,counter-price,agree,agree,,,,,,,,,
1071,intro,init-price,counter-price,,,,,,,,,,,0.0
1072,intro,init-price,counter-price,,,,,,,,,,,
1073,intro,init-price,counter-price,,,,,,,,,,,27.0
1074,intro,counter-price,,,,,,,,,,,,7.0
1075,intro,inform,init-price,counter-price,agree,,,,,,,,,25.0
1076,intro,disagree,disagree,counter-price,,,,,,,,,,
1077,intro,inquiry,init-price,inform,,,,,,,,,,20.0
1078,intro,init-price,counter-price,agree,,,,,,,,,,
1079,intro,inquiry,inform,counter-price,,,,,,,,,,40.0
1080,intro,init-price,disagree,counter-price,,,,,,,,,,
1081,intro,init-price,counter-price,counter-price,agree,,,,,,,,,
1082,intro,inquiry,,,,,,,,,,,,
1083,intro,counter-price,counter-price,,,,,,,,,,,2.0
1084,intro,counter-price,counter-price,agree,,,,,,,,,,
1085,init-price,counter-price,,,,,,,,,,,,0.0
1086,intro,counter-price,,,,,,,,,,,,28.0
1087,intro,disagree,counter-price,counter-price,,,,,,,,,,
1088,intro,counter-price,,,,,,,,,,,,
1089,intro,disagree,init-price,,,,,,,,,,,
1090,intro,counter-price,inquiry,inquiry,,,,,,,,,,
1091,intro,init-price,counter-price,agree,,,,,,,,,,
1092,intro,init-price,disagree,,,,,,,,,,,20.0
1093,intro,init-price,counter-price,,,,,,,,,,,0.0
1094,intro,inquiry,agree,,,,,,,,,,,40.0
1095,intro,init-price,,,,,,,,,,,,
1096,intro,disagree,counter-price,,,,,,,,,,,26.0
1097,intro,init-price,counter-price,counter-price,counter-price,,,,,,,,,
1098,intro,init-price,counter-price,,,,,,,,,,,25.0
1099,intro,inform,counter-price,counter-price,,,,,,,,,,
1100,intro,init-price,inquiry,agree,,,,,,,,,,15.0
1101,intro,inform,counter-price,agree,,,,,,,,,,10.0
1102,intro,init-price,disagree,,,,,,,,,,,
1103,intro,init-price,counter-price,,,,,,,,,,,
1104,intro,counter-price,counter-price,,,,,,,,,,,7.0
1105,intro,init-price,counter-price,counter-price,,,,,,,,,,
1106,intro,inquiry,counter-price,counter-price,,,,,,,,,,6.0
1107,intro,init-price,,,,,,,,,,,,
1108,init-price,agree,counter-price,,,,,,,,,,,
1109,intro,inquiry,init-price,counter-price,,,,,,,,,,
1110,intro,init-price,disagree,,,,,,,,,,,4.0
1111,intro,disagree,disagree,disagree,counter-price,,,,,,,,,
1112,intro,counter-price,counter-price,counter-price,,,,,,,,,,28.0
1113,intro,init-price,disagree,,,,,,,,,,,44.0
1114,intro,init-price,counter-price,,,,,,,,,,,
1115,intro,disagree,,,,,,,,,,,,5.0
1116,init-price,counter-price,inquiry,,,,,,,,,,,
1117,intro,counter-price,counter-price,,,,,,,,,,,
1118,intro,inquiry,disagree,init-price,counter-price,,,,,,,,,12.0
1119,intro,init-price,counter-price,counter-price,agree,,,,,,,,,15.0
1120,intro,counter-price,counter-price,,,,,,,,,,,
1121,intro,counter-price,,,,,,,,,,,,28.0
1122,intro,inform,inform,counter-price,,,,,,,,,,
1123,intro,counter-price,,,,,,,,,,,,16.0
1124,intro,inform,counter-price,,,,,,,,,,,
1125,intro,counter-price,,,,,,,,,,,,
1126,intro,counter-price,,,,,,,,,,,,
1127,intro,disagree,init-price,counter-price,,,,,,,,,,
1128,intro,init-price,counter-price,,,,,,,,,,,26.0
1129,intro,init-price,counter-price,agree,,,,,,,,,,14.0
1130,intro,disagree,counter-price,agree,,,,,,,,,,22.0
1131,intro,init-price,inquiry,,,,,,,,,,,17.0
1132,intro,disagree,,,,,,,,,,,,
1133,intro,counter-price,counter-price,agree,,,,,,,,,,
1134,intro,inform,,,,,,,,,,,,20.0
1135,intro,init-price,inquiry,inform,,,,,,,,,,
1136,intro,,,,,,,,,,,,,
1137,intro,counter-price,,,,,,,,,,,,
1138,intro,counter-price,,,,,,,,,,,,19.0
1139,intro,inform,disagree,counter-price,,,,,,,,,,5.0
1140,intro,counter-price,insist,inquiry,agree,,,,,,,,,0.0
1141,intro,disagree,disagree,init-price,agree,,,,,,,,,
1142,intro,disagree,inform,counter-price,agree,,,,,,,,,4.0
1143,intro,inform,counter-price,agree,,,,,,,,,,
1144,intro,counter-price,,,,,,,,,,,,
1145,intro,inform,inquiry,counter-price,agree,,,,,,,,,8.0
1146,intro,disagree,counter-price,,,,,,,,,,,
1147,intro,init-price,,,,,,,,,,,,
1148,intro,counter-price,disagree,,,,,,,,,,,
1149,intro,inform,inform,counter-price,counter-price,,,,,,,,,17.0
1150,intro,counter-price,,,,,,,,,,,,10.0
1151,intro,init-price,inform,counter-price,disagree,,,,,,,,,
1152,intro,inform,counter-price,,,,,,,,,,,13.0
1153,intro,init-price,counter-price,counter-price,,,,,,,,,,
1154,intro,disagree,inform,inform,counter-price,disagree,,,,,,,,40.0
1155,intro,init-price,counter-price,,,,,,,,,,,
1156,intro,init-price,inform,counter-price,,,,,,,,,,4.0
1157,intro,disagree,counter-price,,,,,,,,,,,
1158,intro,inform,counter-price,,,,,,,,,,,0.0
1159,intro,inquiry,disagree,counter-price,,,,,,,,,,28.0
1160,intro,disagree,counter-price,disagree,counter-price,,,,,,,,,12.0
1161,intro,counter-price,,,,,,,,,,,,
1162,intro,init-price,counter-price,counter-price,counter-price,,,,,,,,,30.0
1163,intro,disagree,counter-price,agree,,,,,,,,,,1.0
1164,intro,inquiry,disagree,inform,counter-price,counter-price,,,,,,,,19.0
1165,intro,disagree,inform,counter-price,,,,,,,,,,6.0
1166,intro,init-price,counter-price,,,,,,,,,,,16.0
1167,intro,counter-price,counter-price,agree,,,,,,,,,,
1168,intro,inform,counter-price,,,,,,,,,,,5.0
1169,intro,inform,inform,counter-price,counter-price,,,,,,,,,20.0
1170,intro,disagree,disagree,counter-price,,,,,,,,,,1.0
1171,intro,counter-price,,,,,,,,,,,,
1172,intro,init-price,agree,counter-price,,,,,,,,,,15.0
1173,intro,inform,init-price,counter-price,agree,,,,,,,,,9.0
1174,intro,inform,init-price,,,,,,,,,,,
1175,intro,inquiry,init-price,counter-price,,,,,,,,,,5.0
1176,intro,init-price,inform,counter-price,,,,,,,,,,16.0
1177,intro,inform,counter-price,,,,,,,,,,,0.0
1178,intro,inform,disagree,counter-price,,,,,,,,,,
1179,intro,inform,disagree,counter-price,inform,counter-price,agree,,,,,,,16.0
1180,intro,inform,counter-price,counter-price,counter-price,,,,,,,,,
1181,intro,disagree,,,,,,,,,,,,
1182,intro,inform,inquiry,counter-price,counter-price,,,,,,,,,14.0
1183,intro,counter-price,counter-price,counter-price,insist,,,,,,,,,
1184,intro,inform,inform,counter-price,,,,,,,,,,33.0
1185,intro,inquiry,inquiry,counter-price,,,,,,,,,,
1186,intro,counter-price,,,,,,,,,,,,
1187,intro,init-price,inform,,,,,,,,,,,0.0
1188,intro,disagree,counter-price,,,,,,,,,,,36.0
1189,intro,inform,inform,counter-price,counter-price,,,,,,,,,23.0
1190,intro,inform,inform,counter-price,insist,,,,,,,,,
1191,intro,init-price,disagree,counter-price,agree,,,,,,,,,
1192,intro,inform,counter-price,counter-price,,,,,,,,,,16.0
1193,intro,inform,inform,counter-price,,,,,,,,,,
1194,intro,counter-price,,,,,,,,,,,,
1195,intro,inquiry,inform,disagree,init-price,disagree,counter-price,counter-price,insist,,,,,0.0
1196,intro,disagree,inquiry,counter-price,,,,,,,,,,
1197,intro,inquiry,counter-price,,,,,,,,,,,12.0
1198,intro,inform,init-price,counter-price,,,,,,,,,,0.0
1199,intro,counter-price,counter-price,,,,,,,,,,,
1200,intro,disagree,counter-price,,,,,,,,,,,12.0
1201,intro,inquiry,counter-price,,,,,,,,,,,30.0
1202,init-price,disagree,inform,counter-price,inform,,,,,,,,,
1203,intro,init-price,counter-price,agree,,,,,,,,,,6.0
1204,intro,inform,init-price,counter-price,,,,,,,,,,10.0
1205,intro,inform,init-price,counter-price,,,,,,,,,,31.0
1206,intro,disagree,counter-price,agree,,,,,,,,,,40.0
1207,intro,disagree,counter-price,,,,,,,,,,,2.0
1208,intro,counter-price,,,,,,,,,,,,
1209,intro,init-price,counter-price,disagree,agree,,,,,,,,,
1210,intro,init-price,inform,inform,,,,,,,,,,
1211,intro,inquiry,disagree,init-price,,,,,,,,,,21.0
1212,intro,init-price,counter-price,agree,,,,,,,,,,
1213,intro,counter-price,,,,,,,,,,,,
1214,intro,inform,disagree,counter-price,,,,,,,,,,
1215,intro,inform,init-price,counter-price,inquiry,,,,,,,,,
1216,intro,init-price,inform,inform,disagree,,,,,,,,,
1217,intro,,,,,,,,,,,,,20.0
1218,intro,init-price,counter-price,,,,,,,,,,,
1219,intro,inform,,,,,,,,,,,,
1220,intro,insist,counter-price,,,,,,,,,,,0.0
1221,intro,init-price,inform,counter-price,,,,,,,,,,
1222,intro,inquiry,counter-price,,,,,,,,,,,
1223,intro,counter-price,,,,,,,,,,,,8.0
1224,intro,inform,disagree,init-price,counter-price,,,,,,,,,20.0
1225,intro,init-price,counter-price,,,,,,,,,,,
1226,intro,inquiry,init-price,,,,,,,,,,,24.0
1227,intro,init-price,counter-price,,,,,,,,,,,33.0
1228,intro,init-price,counter-price,,,,,,,,,,,
1229,intro,init-price,counter-price,counter-price,inquiry,,,,,,,,,0.0
1230,intro,disagree,inform,,,,,,,,,,,
1231,intro,inform,init-price,insist,,,,,,,,,,3.0
1232,intro,init-price,,,,,,,,,,,,
1233,intro,counter-price,agree,counter-price,,,,,,,,,,
1234,intro,init-price,inform,counter-price,,,,,,,,,,
1235,intro,disagree,inform,counter-price,disagree,,,,,,,,,
1236,intro,counter-price,counter-price,,,,,,,,,,,20.0
1237,intro,inquiry,inform,disagree,counter-price,disagree,counter-price,,,,,,,12.0
1238,intro,init-price,disagree,counter-price,,,,,,,,,,
1239,intro,inquiry,inform,init-price,counter-price,insist,,,,,,,,
1240,intro,init-price,inquiry,counter-price,counter-price,,,,,,,,,
1241,intro,counter-price,,,,,,,,,,,,
1242,intro,init-price,disagree,counter-price,,,,,,,,,,2.0
1243,intro,counter-price,counter-price,,,,,,,,,,,34.0
1244,intro,init-price,counter-price,,,,,,,,,,,
1245,intro,counter-price,counter-price,counter-price,,,,,,,,,,12.0
1246,intro,inform,inform,counter-price,counter-price,disagree,,,,,,,,
1247,intro,agree,disagree,counter-price,,,,,,,,,,6.0
1248,intro,init-price,counter-price,counter-price,,,,,,,,,,27.0
1249,intro,init-price,disagree,counter-price,,,,,,,,,,
1250,intro,init-price,counter-price,counter-price,,,,,,,,,,24.0
1251,intro,inform,inform,counter-price,counter-price,,,,,,,,,13.0
1252,init-price,inform,counter-price,counter-price,,,,,,,,,,
1253,intro,counter-price,counter-price,,,,,,,,,,,
1254,intro,init-price,counter-price,counter-price,agree,,,,,,,,,11.0
1255,intro,disagree,counter-price,agree,,,,,,,,,,0.0
1256,intro,counter-price,counter-price,counter-price,,,,,,,,,,
1257,intro,inform,counter-price,,,,,,,,,,,
1258,intro,init-price,counter-price,,,,,,,,,,,
1259,intro,init-price,counter-price,,,,,,,,,,,16.0
1260,intro,init-price,counter-price,counter-price,inquiry,inform,,,,,,,,12.0
1261,intro,init-price,counter-price,counter-price,,,,,,,,,,
1262,intro,inform,inform,counter-price,agree,,,,,,,,,8.0
1263,intro,init-price,counter-price,counter-price,counter-price,,,,,,,,,
1264,intro,inquiry,counter-price,counter-price,,,,,,,,,,
1265,intro,counter-price,,,,,,,,,,,,20.0
1266,intro,init-price,inquiry,counter-price,,,,,,,,,,5.0
1267,intro,disagree,counter-price,,,,,,,,,,,
1268,intro,disagree,disagree,inform,counter-price,counter-price,agree,,,,,,,
1269,intro,disagree,inform,inform,init-price,counter-price,,,,,,,,14.0
1270,intro,init-price,counter-price,counter-price,,,,,,,,,,0.0
1271,intro,init-price,counter-price,,,,,,,,,,,14.0
1272,intro,counter-price,,,,,,,,,,,,5.0
1273,intro,insist,disagree,,,,,,,,,,,
1274,init-price,disagree,counter-price,disagree,disagree,counter-price,,,,,,,,
1275,intro,init-price,counter-price,,,,,,,,,,,18.0
1276,intro,counter-price,,,,,,,,,,,,8.0
1277,intro,init-price,counter-price,,,,,,,,,,,25.0
1278,intro,inquiry,counter-price,,,,,,,,,,,6.0
1279,intro,init-price,,,,,,,,,,,,
1280,intro,inquiry,agree,counter-price,counter-price,,,,,,,,,14.0
1281,intro,init-price,counter-price,counter-price,counter-price,,,,,,,,,0.0
1282,intro,init-price,disagree,counter-price,counter-price,,,,,,,,,15.0
1283,intro,disagree,counter-price,agree,,,,,,,,,,20.0
1284,intro,init-price,inquiry,inform,inform,inform,inform,counter-price,,,,,,0.0
1285,intro,counter-price,counter-price,,,,,,,,,,,
1286,intro,counter-price,agree,counter-price,counter-price,,,,,,,,,20.0
1287,intro,disagree,inform,counter-price,agree,,,,,,,,,5.0
1288,intro,inquiry,counter-price,counter-price,agree,,,,,,,,,
1289,intro,init-price,counter-price,disagree,,,,,,,,,,
1290,init-price,counter-price,,,,,,,,,,,,16.0
1291,intro,init-price,inform,counter-price,counter-price,,,,,,,,,
1292,intro,init-price,counter-price,,,,,,,,,,,
1293,intro,inform,disagree,counter-price,,,,,,,,,,
1294,intro,inform,inquiry,disagree,counter-price,counter-price,agree,,,,,,,16.0
1295,intro,init-price,disagree,counter-price,counter-price,,,,,,,,,15.0
1296,intro,inform,counter-price,,,,,,,,,,,18.0
1297,intro,inquiry,counter-price,inquiry,,,,,,,,,,15.0
1298,intro,disagree,inform,counter-price,,,,,,,,,,18.0
1299,intro,init-price,counter-price,,,,,,,,,,,
1300,intro,init-price,counter-price,counter-price,,,,,,,,,,
1301,intro,disagree,counter-price,counter-price,agree,,,,,,,,,
1302,intro,init-price,counter-price,agree,,,,,,,,,,31.0
1303,intro,init-price,agree,,,,,,,,,,,0.0
1304,intro,init-price,counter-price,,,,,,,,,,,
1305,intro,counter-price,,,,,,,,,,,,
1306,intro,inquiry,inquiry,counter-price,insist,,,,,,,,,
1307,intro,inform,disagree,init-price,counter-price,counter-price,,,,,,,,20.0
1308,intro,init-price,counter-price,,,,,,,,,,,
1309,intro,inquiry,counter-price,inform,insist,disagree,,,,,,,,
1310,intro,disagree,agree,inquiry,,,,,,,,,,
1311,intro,init-price,counter-price,,,,,,,,,,,
1312,intro,inform,counter-price,counter-price,,,,,,,,,,
1313,intro,init-price,counter-price,inform,inform,,,,,,,,,
1314,intro,disagree,counter-price,,,,,,,,,,,12.0
1315,intro,inquiry,counter-price,agree,,,,,,,,,,1.0
1316,intro,counter-price,insist,,,,,,,,,,,
1317,intro,init-price,inquiry,counter-price,agree,,,,,,,,,11.0
1318,intro,init-price,counter-price,agree,,,,,,,,,,14.0
1319,intro,inquiry,inform,counter-price,,,,,,,,,,
1320,intro,init-price,counter-price,,,,,,,,,,,10.0
1321,intro,init-price,insist,,,,,,,,,,,0.0
1322,intro,counter-price,,,,,,,,,,,,
1323,intro,inform,init-price,counter-price,counter-price,agree,,,,,,,,32.0
1324,intro,init-price,inform,counter-price,,,,,,,,,,
1325,intro,init-price,counter-price,,,,,,,,,,,
1326,intro,disagree,init-price,inform,inform,inform,disagree,counter-price,counter-price,counter-price,agree,,,16.0
1327,intro,inform,counter-price,,,,,,,,,,,28.0
1328,intro,inform,inform,counter-price,,,,,,,,,,
1329,intro,disagree,counter-price,disagree,,,,,,,,,,40.0
1330,intro,disagree,inform,counter-price,counter-price,,,,,,,,,
1331,intro,inquiry,counter-price,agree,,,,,,,,,,
1332,intro,init-price,counter-price,inquiry,,,,,,,,,,
1333,intro,counter-price,,,,,,,,,,,,
1334,intro,init-price,counter-price,counter-price,,,,,,,,,,
1335,intro,init-price,counter-price,counter-price,,,,,,,,,,
1336,intro,inform,inform,agree,,,,,,,,,,20.0
1337,intro,counter-price,counter-price,agree,,,,,,,,,,
1338,intro,inform,counter-price,,,,,,,,,,,13.0
1339,init-price,inquiry,counter-price,counter-price,,,,,,,,,,
1340,intro,inform,counter-price,,,,,,,,,,,9.0
1341,intro,init-price,counter-price,counter-price,agree,,,,,,,,,6.0
1342,intro,init-price,counter-price,,,,,,,,,,,
1343,intro,disagree,counter-price,,,,,,,,,,,10.0
1344,intro,inform,counter-price,,,,,,,,,,,
1345,intro,counter-price,,,,,,,,,,,,
1346,intro,counter-price,agree,,,,,,,,,,,24.0
1347,intro,disagree,counter-price,,,,,,,,,,,
1348,intro,inform,counter-price,,,,,,,,,,,
1349,intro,inquiry,counter-price,,,,,,,,,,,0.0
1350,intro,disagree,counter-price,,,,,,,,,,,
1351,intro,counter-price,,,,,,,,,,,,6.0
1352,intro,inquiry,counter-price,counter-price,,,,,,,,,,16.0
1353,intro,init-price,counter-price,,,,,,,,,,,
1354,intro,inform,counter-price,counter-price,,,,,,,,,,
1355,intro,disagree,inform,counter-price,,,,,,,,,,
1356,intro,inquiry,inform,inform,counter-price,counter-price,,,,,,,,
1357,intro,counter-price,inform,counter-price,,,,,,,,,,
1358,intro,counter-price,inquiry,inform,,,,,,,,,,0.0
1359,intro,counter-price,inquiry,,,,,,,,,,,
1360,intro,inquiry,init-price,disagree,counter-price,,,,,,,,,31.0
1361,intro,init-price,disagree,counter-price,agree,,,,,,,,,30.0
1362,intro,inform,inquiry,counter-price,,,,,,,,,,
1363,intro,,,,,,,,,,,,,
1364,intro,counter-price,,,,,,,,,,,,
1365,intro,counter-price,,,,,,,,,,,,20.0
1366,intro,inform,inform,init-price,agree,,,,,,,,,21.0
1367,intro,disagree,counter-price,,,,,,,,,,,4.0
1368,intro,counter-price,,,,,,,,,,,,25.0
1369,intro,disagree,inform,inform,counter-price,inquiry,disagree,,,,,,,
1370,intro,counter-price,,,,,,,,,,,,
1371,intro,disagree,init-price,,,,,,,,,,,7.0
1372,intro,inform,init-price,counter-price,counter-price,,,,,,,,,15.0
1373,intro,init-price,inform,,,,,,,,,,,3.0
1374,intro,inform,inform,counter-price,counter-price,,,,,,,,,10.0
1375,intro,counter-price,disagree,counter-price,,,,,,,,,,20.0
1376,intro,init-price,disagree,counter-price,quit,,,,,,,,,0.0
1377,intro,inquiry,disagree,counter-price,,,,,,,,,,
1378,intro,inquiry,inquiry,,,,,,,,,,,
1379,intro,inquiry,counter-price,,,,,,,,,,,
1380,intro,init-price,counter-price,counter-price,,,,,,,,,,
1381,intro,inform,,,,,,,,,,,,
1382,intro,inform,counter-price,counter-price,agree,,,,,,,,,
1383,intro,disagree,inform,,,,,,,,,,,
1384,intro,counter-price,,,,,,,,,,,,
1385,intro,counter-price,,,,,,,,,,,,43.0
1386,intro,init-price,inform,counter-price,,,,,,,,,,
1387,intro,counter-price,,,,,,,,,,,,20.0
1388,intro,counter-price,accept,,,,,,,,,,,
1389,intro,counter-price,counter-price,agree,,,,,,,,,,
1390,intro,inform,agree,,,,,,,,,,,
1391,intro,init-price,counter-price,,,,,,,,,,,5.0
1392,intro,disagree,disagree,counter-price,counter-price,,,,,,,,,3.0
1393,intro,inform,counter-price,agree,,,,,,,,,,34.0
1394,intro,disagree,inform,inform,inquiry,init-price,,,,,,,,
1395,intro,disagree,counter-price,counter-price,,,,,,,,,,
1396,intro,inquiry,disagree,counter-price,counter-price,,,,,,,,,20.0
1397,intro,counter-price,inquiry,,,,,,,,,,,
1398,intro,counter-price,counter-price,,,,,,,,,,,39.0
1399,intro,init-price,,,,,,,,,,,,
1400,intro,counter-price,agree,,,,,,,,,,,
1401,intro,inquiry,agree,inquiry,,,,,,,,,,
1402,intro,inform,disagree,counter-price,insist,counter-price,agree,,,,,,,
1403,intro,init-price,counter-price,counter-price,,,,,,,,,,
1404,intro,init-price,counter-price,,,,,,,,,,,16.0
1405,intro,init-price,,,,,,,,,,,,
1406,intro,counter-price,inquiry,inform,,,,,,,,,,34.0
1407,intro,inquiry,,,,,,,,,,,,5.0
1408,intro,inform,counter-price,,,,,,,,,,,
1409,intro,disagree,inquiry,init-price,inquiry,counter-price,insist,,,,,,,
1410,intro,init-price,agree,counter-price,,,,,,,,,,40.0
1411,intro,counter-price,agree,,,,,,,,,,,24.0
1412,intro,disagree,counter-price,,,,,,,,,,,6.0
1413,intro,counter-price,disagree,,,,,,,,,,,
1414,intro,counter-price,inquiry,agree,,,,,,,,,,32.0
1415,intro,init-price,counter-price,,,,,,,,,,,24.0
1416,intro,init-price,counter-price,agree,,,,,,,,,,
1417,intro,inform,counter-price,,,,,,,,,,,0.0
1418,intro,init-price,counter-price,inform,counter-price,agree,,,,,,,,
1419,intro,inquiry,inquiry,counter-price,counter-price,,,,,,,,,
1420,intro,inform,counter-price,counter-price,,,,,,,,,,
1421,intro,init-price,counter-price,,,,,,,,,,,
1422,intro,inquiry,inform,inform,,,,,,,,,,
1423,intro,counter-price,counter-price,counter-price,counter-price,disagree,,,,,,,,
1424,intro,init-price,inform,inquiry,inquiry,counter-price,insist,counter-price,inform,counter-price,inquiry,,,8.0
1425,intro,init-price,inquiry,counter-price,counter-price,,,,,,,,,
1426,intro,counter-price,,,,,,,,,,,,23.0
1427,intro,disagree,init-price,counter-price,counter-price,,,,,,,,,
1428,intro,init-price,counter-price,inform,agree,,,,,,,,,
1429,intro,counter-price,,,,,,,,,,,,5.0
1430,intro,inform,init-price,counter-price,counter-price,,,,,,,,,
1431,intro,disagree,init-price,counter-price,,,,,,,,,,23.0
1432,intro,counter-price,counter-price,agree,,,,,,,,,,20.0
1433,intro,inform,counter-price,,,,,,,,,,,37.0
1434,intro,counter-price,counter-price,agree,,,,,,,,,,11.0
1435,intro,disagree,counter-price,,,,,,,,,,,38.0
1436,intro,init-price,counter-price,counter-price,disagree,,,,,,,,,
1437,intro,counter-price,,,,,,,,,,,,
1438,intro,inform,counter-price,,,,,,,,,,,7.0
